Tweets,cleanedTweets,Translated,Subjectivity,Polarity,Analysis
"@jokowi Mau menikmati program program TV aja dipersulit, harus beli STB lah, harus ganti TV juga lah. Peralihan TV… https://t.co/3M4eBHtCSk"," mau menikmati program program tv aja dipersulit, harus beli stb lah, harus ganti tv juga lah. peralihan tv… ","Want to enjoy the TV program only complicated, you have to buy STB, you have to change TV too. TV transition ...",0.8333333333333334,-0.033333333333333326,-1
"@jokowi Emang paling bener alihkan lagi ke TV analog, daripada TV digital ini yang harus pake STB yang harganya mah… https://t.co/ySRVjcS7vF"," emang paling bener alihkan lagi ke tv analog, daripada tv digital ini yang harus pake stb yang harganya mah… ","It's the most correct to divert to analog TV, rather than this digital TV that has to use STB whose price is ...",0.25,0.25,1
"2 bulan lalu beli stb digital tv untuk nonton bola harganya sekitar 150rb. Barusan iseng ngecheck di toko yg sama,… https://t.co/0llNsQYpbg","2 bulan lalu beli stb digital tv untuk nonton bola harganya sekitar 150rb. barusan iseng ngecheck di toko yg sama,… ","2 months ago bought a digital tv STB to watch football, the price was around 150 thousand. just now for fun in the same store, ...",0.10833333333333334,0.09999999999999999,1
@jokowi Semenjak dialihkannya TV analog ke TV digital banyak masyarakat yang sekarang tidak bisa menikmati acara TV… https://t.co/n3YoqqrDZ3, semenjak dialihkannya tv analog ke tv digital banyak masyarakat yang sekarang tidak bisa menikmati acara tv… ,Since the transfer of analog tv to digital TV many people who now cannot enjoy TV shows ...,0.3333333333333333,0.3,1
@kemkominfo Semenjak dialihkannya TV analog ke TV digital jadi gabisa nonton TV lagi karena STB di sini ga ada sinyalnya, semenjak dialihkannya tv analog ke tv digital jadi gabisa nonton tv lagi karena stb di sini ga ada sinyalnya,Since the transfer of analog tv to digital tv so I can't watch TV anymore because the STB here has no signal,0.0,0.0,0
@kemkominfo sebenarnya siapa yang diuntungkan dengan pengalihan TV analog ke TV digital yang harus beli STB agar bisa ada sinyalnya?, sebenarnya siapa yang diuntungkan dengan pengalihan tv analog ke tv digital yang harus beli stb agar bisa ada sinyalnya?,"Actually, who benefited from the transfer of analog TV to digital TV that had to buy STB so that there could be signal?",0.05,0.0,0
"@aimbiyutiful @imamfz__ @i_m_mortal_ pake ini udah setahun lebih, sampe sekarang suka update software aplikasinya b… https://t.co/VD7VCAauVT","   pake ini udah setahun lebih, sampe sekarang suka update software aplikasinya b… ","This package has been more than a year, until now likes to update the application software b ...",0.5,0.5,1
Pengguna STB TV Digital hanya bisa hahahaha 😅 https://t.co/SY8OuYX0OV,pengguna stb tv digital hanya bisa hahahaha 😅 ,Digital TV STB users can only hahahaha 😅,0.5,0.06666666666666667,1
Piala Dunia udah selesai. Thanks buat pejabat bajingan dan kapitalis bangsat yang udah ngebikin gua ngeblangsak non… https://t.co/jLDEu6BorO,piala dunia udah selesai. thanks buat pejabat bajingan dan kapitalis bangsat yang udah ngebikin gua ngeblangsak non… ,The World Cup is over. Thanks for bastard and capitalist bastard officials who have made me ngeblangangsak non ...,0.2,0.2,1
"@jokowi rakyat pelosok kan susah sinyal tuh, mau beli tv digital ya ga mampu, beli stb mahal mahal malah tetap tidak ada sinyal"," rakyat pelosok kan susah sinyal tuh, mau beli tv digital ya ga mampu, beli stb mahal mahal malah tetap tidak ada sinyal","The remote people are difficult to signal, want to buy digital TVs, you can't, buy expensive STBs, but there is still no signal",0.475,-0.275,-1
@jokowi Pak kenapa peralihan saluran tv digital ini tidak di tunda dulu? karena masih banyak masyarakat yg kurang m… https://t.co/4jq3ZTjnlv, pak kenapa peralihan saluran tv digital ini tidak di tunda dulu? karena masih banyak masyarakat yg kurang m… ,"Sir, why is the transition of digital TV channels not delayed first? because there are still many people who are lacking ...",0.27777777777777773,0.25,1
@kemkominfo Pak kenapa peralihan saluran tv digital ini tidak di tunda dulu? karena masih banyak masyarakat yg kura… https://t.co/QO086B8TcR, pak kenapa peralihan saluran tv digital ini tidak di tunda dulu? karena masih banyak masyarakat yg kura… ,"Sir, why is the transition of digital TV channels not delayed first? Because there are still many people who are turtles ...",0.27777777777777773,0.25,1
"Tiwas pepenekan masang antena digital, tv ne seng hrung support saluran digital. Yo ngalamat tetep tuku stb 😑","tiwas pepenekan masang antena digital, tv ne seng hrung support saluran digital. yo ngalamat tetep tuku stb 😑","Tiwas suppressing digital antenna pairs, TV Ne Seng Hurung Support Digital Channels. yo experienced still tuku stb 😑",0.3,0.26666666666666666,1
Hello arek Suroboyo! #KanalDigitalRCTI di wilayah Surabaya dan sekitarnya masih dapat disaksikan melalui kanal 41 U… https://t.co/OAO7dg9IvK,hello arek suroboyo! kanaldigitalrcti di wilayah surabaya dan sekitarnya masih dapat disaksikan melalui kanal 41 u… ,Hello Arek Suroboyo! Kanaldigitalrcti in the Surabaya and surrounding areas can still be witnessed through channel 41 u ...,0.0,0.0,0
@mohmahfudmd keluhan maysrakat soal stb tv digital tdk stabil dan tdk bisa digunakan semakin banyak. mohon ditinjau kembali pak, keluhan maysrakat soal stb tv digital tdk stabil dan tdk bisa digunakan semakin banyak. mohon ditinjau kembali pak,Community complaints about Digital TV STB TV are unstable and cannot be used more and more. please review sir,0.3333333333333333,0.3333333333333333,1
@mohmahfudmd stb tv digital dg berita yg tersebar dimasyarakat sgt meresahkan, stb tv digital dg berita yg tersebar dimasyarakat sgt meresahkan,Digital TV STB with news scattered in the community is very troubling,0.15,0.1,1
"@mohmahfudmd semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa… https://t.co/9Rz7QT75Lj"," semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli stb ini, bisa… ","Hopefully with the transition of this digital TV channel, people who are unable to buy this STB, can ...",0.25,-0.25,-1
"@mohmahfudmd sebagai mana saluran tv digital ini telah di jalankan oleh pemerintah, mungkin menurut saya kurang efe… https://t.co/Ztd2xkpSSP"," sebagai mana saluran tv digital ini telah di jalankan oleh pemerintah, mungkin menurut saya kurang efe… ","How this digital TV channel has been carried out by the government, maybe in my opinion it is less effective ...",0.2888888888888889,0.14444444444444446,1
"@mohmahfudmd Emang paling bener alihkan lagi ke TV analog, daripada TV digital ini yang harus pake STB yang hargany… https://t.co/g8VG35M12E"," emang paling bener alihkan lagi ke tv analog, daripada tv digital ini yang harus pake stb yang hargany… ","It is the most correct to divert to analog TV, rather than this digital TV that has to use the price of the price ...",0.25,0.25,1
@mohmahfudmd untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga STB mahal banget lohh pak, untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga stb mahal banget lohh pak,"For the transition of this digital TV channel, who is the benefit? The price of STB is very expensive, sir",0.45499999999999996,-0.325,-1
@mohmahfudmd Pak harga STB mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena… https://t.co/nfmkY3g9uC, pak harga stb mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena… ,"Sir, the price of STB is very expensive and now we are difficult to get information because of ...",0.955,-0.575,-1
"@mohmahfudmd kesannya rakyat kecil jadi dipaksa beli stb yang mahal ya, bahkan tv digital, padahal belum tentu semua mampu"," kesannya rakyat kecil jadi dipaksa beli stb yang mahal ya, bahkan tv digital, padahal belum tentu semua mampu","the impression is that the small people are forced to buy expensive STBs, even digital TVs, even though they are not necessarily capable",0.34,-0.23000000000000004,-1
Alibi ibu ibu mah bagus gabisa stel tipi karena udh digital bukannya beli belinya malah smart tv baru. Alesannya ta… https://t.co/tydJ7VWgB2,alibi ibu ibu mah bagus gabisa stel tipi karena udh digital bukannya beli belinya malah smart tv baru. alesannya ta… ,"Alibi, Mrs. Mah, good, can't set a TV because it's digital instead of buying a new smart TV. The reason is ...",0.42435064935064937,0.26266233766233765,1
"@subagio00 @jokowi Pemberitahuan tentang tv digital kan sudah diberitakan 2 tahun yang lalu, itu artinya apa? Ya an… https://t.co/nBH7nyXYUp","  pemberitahuan tentang tv digital kan sudah diberitakan 2 tahun yang lalu, itu artinya apa? ya an… ","Notification about digital TV has been reported 2 years ago, what does that mean? Yes ...",0.34375,-0.15625,-1
"@amndzahra @vidio Kan ada tv digital, stb, kalo streaming mah ampas wkwk","  kan ada tv digital, stb, kalo streaming mah ampas wkwk","There is a digital TV, STB, if streaming mah pulp wkwk",0.0,0.0,0
@an_gg_a Kan harus beli STB dulu 300rb gara2 tv digital. Subscribe Vidio kurang dr 100rb. Profit dong, kan harus beli stb dulu 300rb gara2 tv digital. subscribe vidio kurang dr 100rb. profit dong,You have to buy STB first 300 thousand because of digital TV. subscribe to video less than 100 thousand. Profit please,0.13333333333333333,0.02777777777777778,1
"RT @BorobudurNews_: SIMAK !! Cara Menonton TV Digital Melalui Hanpdhone, Tanpa Kuota Internet Dan STB

https://t.co/nL1GP8xdgQ","simak !! cara menonton tv digital melalui hanpdhone, tanpa kuota internet dan stb  ","Listen !! how to watch digital tv via hanpdhone, without internet quota and stb",0.0,0.0,0
"testi pindah tv digital adalah tidak membaik, pake stb ga semua gambar bagus dan jernih, lagi Final gini tiba tiba keputus heran","testi pindah tv digital adalah tidak membaik, pake stb ga semua gambar bagus dan jernih, lagi final gini tiba tiba keputus heran","TESTI MOVING DIGITAL TV is not improving, using STB is not all good and clear images, again Final Gini Suddenly Kepuits is surprised",0.5638888888888889,0.15,1
@kemkominfo : pelaksanaan ASO di Jawa Timur akan dilakukan 20 Desember 2022. Masyarakat yg blm menggunakan tv digit… https://t.co/OLxC3gmXDD, : pelaksanaan aso di jawa timur akan dilakukan 20 desember 2022. masyarakat yg blm menggunakan tv digit… ,": Aso implementation in East Java will be carried out December 20, 2022. people who haven't used digit TV ...",0.0,0.0,0
"@jokowi TV digital sgt tdk maksimal, harga stb yg banyak pro kontra. tdk semua masyarakat sama pendapatannya. mohon solusinya pak"," tv digital sgt tdk maksimal, harga stb yg banyak pro kontra. tdk semua masyarakat sama pendapatannya. mohon solusinya pak","digital tv is not optimal, the price of STB is a lot of pros and cons. Not all people are the same income. Please solution, sir",0.0625,0.0,0
"@jokowi semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa menda… https://t.co/ZWbxe3s9j0"," semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli stb ini, bisa menda… ","Hopefully with the transition of this digital TV channel, people who are unable to buy this STB, can ...",0.25,-0.25,-1
"@masyogpam Iya harusnya kalo tvnya dah digital ya, antena uhf cuma buat nangkep sinyal aja langsung dibaca di tv.
K… https://t.co/1J0bOEix5L"," iya harusnya kalo tvnya dah digital ya, antena uhf cuma buat nangkep sinyal aja langsung dibaca di tv. k… ","Yes, it should be if the TV is digital, UHF antenna is only to catch a signal just read on TV. K ...",0.5,0.0,0
"@kemkominfo Imbau Warga Jawa Timur Segera Pasang STB Jelang Suntik Mati Siaran TV Analog 20 Desember

Perangkat STB… https://t.co/UjX9rzU5PK", imbau warga jawa timur segera pasang stb jelang suntik mati siaran tv analog 20 desember  perangkat stb… ,"IMPAU East Java citizens immediately installed STB ahead of the injection of dead analog TV broadcasts December 20, STB devices ...",0.4,-0.2,-1
"Masyarakat Surabaya dan sekitarnya akan merasakan nikmatnya teknologi TV digital. 

Tepatnya tanggal 20 Des 2022 pu… https://t.co/tSuC5psSsJ",masyarakat surabaya dan sekitarnya akan merasakan nikmatnya teknologi tv digital.   tepatnya tanggal 20 des 2022 pu… ,The people of Surabaya and its surroundings will feel the pleasure of digital TV technology. precisely on 20 Dec 2022 PU ...,0.4,0.2,1
Setelah pemerintah menghentikan siaran TV analog dan migrasi ke TV digital banyak hal berubah. Yang dulu kita temui… https://t.co/AY4Sgp7GXg,setelah pemerintah menghentikan siaran tv analog dan migrasi ke tv digital banyak hal berubah. yang dulu kita temui… ,"After the government stopped broadcasting analog TV and migration to digital TV, many things changed. what we used to meet ...",0.25,0.25,1
